hostname1,hostname2,demand
CHCH-ROUTER-3301,FYFY-ROUTER-3301,561
CHCH-ROUTER-3301,FYFY-ROUTER-3302,475
CHCH-ROUTER-3301,HK-R11,9
CHCH-ROUTER-3301,HK-R12,5
CHCH-ROUTER-3301,HLCA-ROUTER-3301,2
CHCH-ROUTER-3301,HLCA-ROUTER-3302,1
CHCH-ROUTER-3301,HYMD-ROUTER-3301,1
CHCH-ROUTER-3301,HYMD-ROUTER-3302,2
CHCH-ROUTER-3301,MLML-ROUTER-3301,31
CHCH-ROUTER-3301,MLML-ROUTER-3302,33
CHCH-ROUTER-3301,NKN1-ROUTER-3311,8
CHCH-ROUTER-3301,NKN1-ROUTER-3312,7
CHCH-ROUTER-3301,NTNK-ROUTER-3301,653
CHCH-ROUTER-3301,NTNK-ROUTER-3302,387
CHCH-ROUTER-3301,PCPC-ROUTER-3301,49
CHCH-ROUTER-3301,PCPC-ROUTER-3302,16
CHCH-ROUTER-3301,PCPD-ROUTER-3212,1
CHCH-ROUTER-3301,PCPD-ROUTER-4001,2
CHCH-ROUTER-3301,PTHS-ROUTER-3311,2
CHCH-ROUTER-3301,PTHS-ROUTER-3312,2
CHCH-ROUTER-3301,RTKZ-ROUTER-3311,1
CHCH-ROUTER-3301,RTKZ-ROUTER-3312,2
CHCH-ROUTER-3301,SCZS-ROUTER-3311,45
CHCH-ROUTER-3301,SCZS-ROUTER-3312,11
CHCH-ROUTER-3301,SHGS-ROUTER-3301,2
CHCH-ROUTER-3301,SHGS-ROUTER-3302,2
CHCH-ROUTER-3301,SHMZ-ROUTER-3301,2
CHCH-ROUTER-3301,SHMZ-ROUTER-3302,1
CHCH-ROUTER-3301,SIPR-ROUTER-3301,3
CHCH-ROUTER-3301,SIPR-ROUTER-3302,2
CHCH-ROUTER-3301,SKC1-ROUTER-3011,1
CHCH-ROUTER-3301,SKC1-ROUTER-3311,4
CHCH-ROUTER-3301,SKC1-ROUTER-3312,2
CHCH-ROUTER-3301,SKC1-ROUTER-3315,68
CHCH-ROUTER-3301,SKC1-ROUTER-3316,4
CHCH-ROUTER-3301,SKC1-ROUTER-4031,2
CHCH-ROUTER-3301,SKC1-ROUTER-4032,1
CHCH-ROUTER-3301,SNUH-ROUTER-3301,11
CHCH-ROUTER-3301,SNUH-ROUTER-3302,52
CHCH-ROUTER-3301,TCHN-ROUTER-3301,296
CHCH-ROUTER-3301,TCHN-ROUTER-3302,224
CHCH-ROUTER-3301,TCHN-ROUTER-4935,2
CHCH-ROUTER-3301,TCKK-ROUTER-3301,225
CHCH-ROUTER-3301,TCKK-ROUTER-3302,232
CHCH-ROUTER-3301,TCWH-ROUTER-3301,3
CHCH-ROUTER-3301,TLHN-ROUTER-3301,36
CHCH-ROUTER-3301,TLHN-ROUTER-3302,33
CHCH-ROUTER-3301,TNCD-ROUTER-3311,4
CHCH-ROUTER-3301,TNCD-ROUTER-3312,3
CHCH-ROUTER-3301,TNE1-ROUTER-3301,101
CHCH-ROUTER-3301,TNE1-ROUTER-3302,8
CHCH-ROUTER-3301,TPDB-ROUTER-3311,34
CHCH-ROUTER-3301,TPDB-ROUTER-3312,2
CHCH-ROUTER-3301,TPDB-ROUTER-3315,61
CHCH-ROUTER-3301,TPDB-ROUTER-3316,8
CHCH-ROUTER-3301,TPDB-ROUTER-4202,1
CHCH-ROUTER-3301,TPDB-ROUTER-4207,1
CHCH-ROUTER-3301,TPDB-ROUTER-4208,18
CHCH-ROUTER-3301,TPDB-ROUTER-4209,127
CHCH-ROUTER-3301,TPDB-ROUTER-4210,238
CHCH-ROUTER-3301,TPDT-ROUTER-3301,3
CHCH-ROUTER-3301,TPDT-ROUTER-3307,30
CHCH-ROUTER-3301,TPDT-ROUTER-3308,31
CHCH-ROUTER-3301,TPDT-ROUTER-4001,54
CHCH-ROUTER-3301,TPDT-ROUTER-4002,38
CHCH-ROUTER-3301,TPDT-ROUTER-4003,61
CHCH-ROUTER-3301,TPDT-ROUTER-4004,55
CHCH-ROUTER-3301,TPDT-ROUTER-4005,65
CHCH-ROUTER-3301,TPDT-ROUTER-4006,50
CHCH-ROUTER-3301,TPDT-ROUTER-4042,1
CHCH-ROUTER-3301,TPE4-ROUTER-3201,82
CHCH-ROUTER-3301,TPE4-ROUTER-3301,10
CHCH-ROUTER-3301,TPE4-ROUTER-3302,8
CHCH-ROUTER-3301,TPN2-ROUTER-3301,8
CHCH-ROUTER-3301,TPN2-ROUTER-3302,4
CHCH-ROUTER-3301,TTML-ROUTER-3302,1
CHCH-ROUTER-3301,TYFO-ROUTER-3301,43
CHCH-ROUTER-3301,TYFO-ROUTER-3302,13
CHCH-ROUTER-3301,TYFO-ROUTER-3305,4
CHCH-ROUTER-3301,TYFO-ROUTER-3306,1
CHCH-ROUTER-3301,TYFO-ROUTER-4031,8
CHCH-ROUTER-3301,TYFO-ROUTER-4032,2
CHCH-ROUTER-3301,ULUL-ROUTER-3301,206
CHCH-ROUTER-3301,ULUL-ROUTER-3302,298
CHCH-ROUTER-3302,0.0.0.0,1
CHCH-ROUTER-3302,203.75.189.227,1
CHCH-ROUTER-3302,203.75.75.129,8
CHCH-ROUTER-3302,210.242.0.253,1
CHCH-ROUTER-3302,210.59.129.1,7
CHCH-ROUTER-3302,220.128.0.245,8
CHCH-ROUTER-3302,CAW1-ROUTER-3311,3
CHCH-ROUTER-3302,CAW1-ROUTER-3312,2
CHCH-ROUTER-3302,CHCH-ROUTER-3301,1068
CHCH-ROUTER-3302,CHCH-ROUTER-3302,1046
CHCH-ROUTER-3302,CLPY-ROUTER-3301,6
CHCH-ROUTER-3302,CLPY-ROUTER-3302,6
CHCH-ROUTER-3302,CSLL-ROUTER-3301,3
CHCH-ROUTER-3302,CSLL-ROUTER-3302,2
CHCH-ROUTER-3302,FSE1-ROUTER-3301,1
CHCH-ROUTER-3302,FYFY-ROUTER-3301,509
CHCH-ROUTER-3302,FYFY-ROUTER-3302,402
CHCH-ROUTER-3302,HK-R11,5
CHCH-ROUTER-3302,HK-R12,2
CHCH-ROUTER-3302,HLCA-ROUTER-3301,3
CHCH-ROUTER-3302,HLCA-ROUTER-3302,1
CHCH-ROUTER-3302,HYMD-ROUTER-3301,1
CHCH-ROUTER-3302,HYMD-ROUTER-3302,2
CHCH-ROUTER-3302,KMKC-ROUTER-3302,1
CHCH-ROUTER-3302,MLML-ROUTER-3301,2
CHCH-ROUTER-3302,MLML-ROUTER-3302,3
CHCH-ROUTER-3302,NKN1-ROUTER-3311,4
CHCH-ROUTER-3302,NKN1-ROUTER-3312,6
CHCH-ROUTER-3302,NTNK-ROUTER-3301,603
CHCH-ROUTER-3302,NTNK-ROUTER-3302,380
CHCH-ROUTER-3302,PCPC-ROUTER-3301,12
CHCH-ROUTER-3302,PCPC-ROUTER-3302,11
CHCH-ROUTER-3302,PCPD-ROUTER-3212,1
CHCH-ROUTER-3302,PCPD-ROUTER-4001,1
CHCH-ROUTER-3302,PTHS-ROUTER-3311,2
CHCH-ROUTER-3302,PTHS-ROUTER-3312,3
CHCH-ROUTER-3302,RTKZ-ROUTER-3311,1
CHCH-ROUTER-3302,RTKZ-ROUTER-3312,1
CHCH-ROUTER-3302,SCZS-ROUTER-3311,9
CHCH-ROUTER-3302,SCZS-ROUTER-3312,5
CHCH-ROUTER-3302,SHGS-ROUTER-3301,1
CHCH-ROUTER-3302,SHGS-ROUTER-3302,4
CHCH-ROUTER-3302,SHMZ-ROUTER-3301,1
CHCH-ROUTER-3302,SHMZ-ROUTER-3302,2
CHCH-ROUTER-3302,SIPR-ROUTER-3301,2
CHCH-ROUTER-3302,SIPR-ROUTER-3302,1
CHCH-ROUTER-3302,SKC1-ROUTER-3311,3
CHCH-ROUTER-3302,SKC1-ROUTER-3312,1
CHCH-ROUTER-3302,SKC1-ROUTER-3315,10
CHCH-ROUTER-3302,SKC1-ROUTER-3316,10
CHCH-ROUTER-3302,SKC1-ROUTER-4031,3
CHCH-ROUTER-3302,SNUH-ROUTER-3301,8
CHCH-ROUTER-3302,SNUH-ROUTER-3302,8
CHCH-ROUTER-3302,TCHN-ROUTER-3301,20
CHCH-ROUTER-3302,TCHN-ROUTER-3302,20
CHCH-ROUTER-3302,TCKK-ROUTER-3301,235
CHCH-ROUTER-3302,TCKK-ROUTER-3302,218
CHCH-ROUTER-3302,TCWH-ROUTER-3301,2
CHCH-ROUTER-3302,TLHN-ROUTER-3301,3
CHCH-ROUTER-3302,TLHN-ROUTER-3302,2
CHCH-ROUTER-3302,TNCD-ROUTER-3311,4
CHCH-ROUTER-3302,TNCD-ROUTER-3312,2
CHCH-ROUTER-3302,TNE1-ROUTER-3301,75
CHCH-ROUTER-3302,TNE1-ROUTER-3302,6
CHCH-ROUTER-3302,TPDB-ROUTER-3311,30
CHCH-ROUTER-3302,TPDB-ROUTER-3312,1
CHCH-ROUTER-3302,TPDB-ROUTER-3315,2
CHCH-ROUTER-3302,TPDB-ROUTER-3316,4
CHCH-ROUTER-3302,TPDB-ROUTER-4202,1
CHCH-ROUTER-3302,TPDB-ROUTER-4208,6
CHCH-ROUTER-3302,TPDB-ROUTER-4209,32
CHCH-ROUTER-3302,TPDB-ROUTER-4210,44
CHCH-ROUTER-3302,TPDT-ROUTER-3301,3
CHCH-ROUTER-3302,TPDT-ROUTER-3307,22
CHCH-ROUTER-3302,TPDT-ROUTER-3308,16
CHCH-ROUTER-3302,TPDT-ROUTER-4001,45
CHCH-ROUTER-3302,TPDT-ROUTER-4002,34
CHCH-ROUTER-3302,TPDT-ROUTER-4003,43
CHCH-ROUTER-3302,TPDT-ROUTER-4004,49
CHCH-ROUTER-3302,TPDT-ROUTER-4005,45
CHCH-ROUTER-3302,TPDT-ROUTER-4006,32
CHCH-ROUTER-3302,TPDT-ROUTER-4042,1
CHCH-ROUTER-3302,TPE4-ROUTER-3301,7
CHCH-ROUTER-3302,TPE4-ROUTER-3302,7
CHCH-ROUTER-3302,TPN2-ROUTER-3301,4
CHCH-ROUTER-3302,TPN2-ROUTER-3302,3
CHCH-ROUTER-3302,TTML-ROUTER-3302,1
CHCH-ROUTER-3302,TYFO-ROUTER-3301,10
CHCH-ROUTER-3302,TYFO-ROUTER-3302,9
CHCH-ROUTER-3302,TYFO-ROUTER-3305,4
CHCH-ROUTER-3302,TYFO-ROUTER-4031,3
CHCH-ROUTER-3302,TYFO-ROUTER-4032,2
CHCH-ROUTER-3302,ULUL-ROUTER-3301,188
CHCH-ROUTER-3302,ULUL-ROUTER-3302,304
CLPY-ROUTER-3301,0.0.0.0,2
CLPY-ROUTER-3301,203.75.189.227,1
CLPY-ROUTER-3301,203.75.75.129,13
CLPY-ROUTER-3301,210.242.0.253,1
CLPY-ROUTER-3301,210.59.129.1,14
CLPY-ROUTER-3301,220.128.0.245,12
CLPY-ROUTER-3301,CAW1-ROUTER-3311,6
CLPY-ROUTER-3301,CAW1-ROUTER-3312,8
CLPY-ROUTER-3301,CHCH-ROUTER-3301,7
CLPY-ROUTER-3301,CHCH-ROUTER-3302,5
CLPY-ROUTER-3301,CLPY-ROUTER-3301,36
CLPY-ROUTER-3301,CLPY-ROUTER-3302,42
CLPY-ROUTER-3301,CSLL-ROUTER-3301,3
CLPY-ROUTER-3301,CSLL-ROUTER-3302,4
CLPY-ROUTER-3301,FSE1-ROUTER-3301,2
CLPY-ROUTER-3301,FSE1-ROUTER-3302,1
CLPY-ROUTER-3301,FYFY-ROUTER-3301,2
CLPY-ROUTER-3301,FYFY-ROUTER-3302,7
CLPY-ROUTER-3301,HK-R11,19
CLPY-ROUTER-3301,HK-R12,4
CLPY-ROUTER-3301,HLCA-ROUTER-3301,2
CLPY-ROUTER-3301,HLCA-ROUTER-3302,2
CLPY-ROUTER-3301,HYMD-ROUTER-3301,1
CLPY-ROUTER-3301,HYMD-ROUTER-3302,1
CLPY-ROUTER-3301,MLML-ROUTER-3301,4
CLPY-ROUTER-3301,MLML-ROUTER-3302,3
CLPY-ROUTER-3301,NKN1-ROUTER-3311,10
CLPY-ROUTER-3301,NKN1-ROUTER-3312,11
CLPY-ROUTER-3301,NTNK-ROUTER-3301,7
CLPY-ROUTER-3301,NTNK-ROUTER-3302,2
CLPY-ROUTER-3301,PCPC-ROUTER-3301,18
CLPY-ROUTER-3301,PCPC-ROUTER-3302,21
CLPY-ROUTER-3301,PCPD-ROUTER-3212,2
CLPY-ROUTER-3301,PCPD-ROUTER-4001,3
CLPY-ROUTER-3301,PTHS-ROUTER-3311,3
CLPY-ROUTER-3301,PTHS-ROUTER-3312,4
CLPY-ROUTER-3301,RTKZ-ROUTER-3311,3
CLPY-ROUTER-3301,RTKZ-ROUTER-3312,3
CLPY-ROUTER-3301,SCZS-ROUTER-3311,12
CLPY-ROUTER-3301,SCZS-ROUTER-3312,14
CLPY-ROUTER-3301,SHGS-ROUTER-3301,2
CLPY-ROUTER-3301,SHGS-ROUTER-3302,3
CLPY-ROUTER-3301,SHMZ-ROUTER-3301,2
CLPY-ROUTER-3301,SHMZ-ROUTER-3302,2
CLPY-ROUTER-3301,SIPR-ROUTER-3301,3
CLPY-ROUTER-3301,SIPR-ROUTER-3302,7
CLPY-ROUTER-3301,SKC1-ROUTER-3011,1
CLPY-ROUTER-3301,SKC1-ROUTER-3311,4
CLPY-ROUTER-3301,SKC1-ROUTER-3312,2
CLPY-ROUTER-3301,SKC1-ROUTER-3315,11
CLPY-ROUTER-3301,SKC1-ROUTER-3316,9
CLPY-ROUTER-3301,SKC1-ROUTER-4031,4
CLPY-ROUTER-3301,SKC1-ROUTER-4032,1
CLPY-ROUTER-3301,SNUH-ROUTER-3301,23
CLPY-ROUTER-3301,SNUH-ROUTER-3302,15
CLPY-ROUTER-3301,TCHN-ROUTER-3301,24
CLPY-ROUTER-3301,TCHN-ROUTER-3302,25
CLPY-ROUTER-3301,TCKK-ROUTER-3301,1
CLPY-ROUTER-3301,TCKK-ROUTER-3302,2
CLPY-ROUTER-3301,TCWH-ROUTER-3301,5
CLPY-ROUTER-3301,TLHN-ROUTER-3301,4
CLPY-ROUTER-3301,TLHN-ROUTER-3302,3
CLPY-ROUTER-3301,TNCD-ROUTER-3311,9
CLPY-ROUTER-3301,TNCD-ROUTER-3312,5
CLPY-ROUTER-3301,TNE1-ROUTER-3301,117
CLPY-ROUTER-3301,TNE1-ROUTER-3302,8
CLPY-ROUTER-3301,TPDB-ROUTER-3311,22
CLPY-ROUTER-3301,TPDB-ROUTER-3312,2
CLPY-ROUTER-3301,TPDB-ROUTER-3315,14
CLPY-ROUTER-3301,TPDB-ROUTER-3316,14
CLPY-ROUTER-3301,TPDB-ROUTER-4202,2
CLPY-ROUTER-3301,TPDB-ROUTER-4208,12
CLPY-ROUTER-3301,TPDB-ROUTER-4209,41
CLPY-ROUTER-3301,TPDB-ROUTER-4210,60
CLPY-ROUTER-3301,TPDT-ROUTER-3301,5
CLPY-ROUTER-3301,TPDT-ROUTER-3302,1
CLPY-ROUTER-3301,TPDT-ROUTER-3307,41
CLPY-ROUTER-3301,TPDT-ROUTER-3308,48
CLPY-ROUTER-3301,TPDT-ROUTER-4001,84
CLPY-ROUTER-3301,TPDT-ROUTER-4002,71
CLPY-ROUTER-3301,TPDT-ROUTER-4003,78
CLPY-ROUTER-3301,TPDT-ROUTER-4004,85
CLPY-ROUTER-3301,TPDT-ROUTER-4005,55
CLPY-ROUTER-3301,TPDT-ROUTER-4006,46
CLPY-ROUTER-3301,TPDT-ROUTER-4042,3
CLPY-ROUTER-3301,TPE4-ROUTER-3301,19
CLPY-ROUTER-3301,TPE4-ROUTER-3302,17
CLPY-ROUTER-3301,TPN2-ROUTER-3301,11
CLPY-ROUTER-3301,TPN2-ROUTER-3302,10
CLPY-ROUTER-3301,TTML-ROUTER-3301,1
CLPY-ROUTER-3301,TTML-ROUTER-3302,1
CLPY-ROUTER-3301,TYFO-ROUTER-3301,58
CLPY-ROUTER-3301,TYFO-ROUTER-3302,56
CLPY-ROUTER-3301,TYFO-ROUTER-3305,10
CLPY-ROUTER-3301,TYFO-ROUTER-3306,4
CLPY-ROUTER-3301,TYFO-ROUTER-4031,8
CLPY-ROUTER-3301,TYFO-ROUTER-4032,5
CLPY-ROUTER-3301,ULUL-ROUTER-3302,1
CLPY-ROUTER-3302,0.0.0.0,1
CLPY-ROUTER-3302,203.75.75.129,19
CLPY-ROUTER-3302,210.242.0.253,1
CLPY-ROUTER-3302,210.59.129.1,17
CLPY-ROUTER-3302,220.128.0.245,12
CLPY-ROUTER-3302,CAW1-ROUTER-3311,5
CLPY-ROUTER-3302,CAW1-ROUTER-3312,6
CLPY-ROUTER-3302,CHCH-ROUTER-3301,7
CLPY-ROUTER-3302,CHCH-ROUTER-3302,10
CLPY-ROUTER-3302,CLPY-ROUTER-3301,21
CLPY-ROUTER-3302,CLPY-ROUTER-3302,38
CLPY-ROUTER-3302,CSLL-ROUTER-3301,5
CLPY-ROUTER-3302,CSLL-ROUTER-3302,4
CLPY-ROUTER-3302,FSE1-ROUTER-3301,1
CLPY-ROUTER-3302,FSE1-ROUTER-3302,1
CLPY-ROUTER-3302,FYFY-ROUTER-3301,3
CLPY-ROUTER-3302,FYFY-ROUTER-3302,4
CLPY-ROUTER-3302,HK-R11,10
CLPY-ROUTER-3302,HK-R12,3
CLPY-ROUTER-3302,HLCA-ROUTER-3301,4
CLPY-ROUTER-3302,HLCA-ROUTER-3302,3
CLPY-ROUTER-3302,HYMD-ROUTER-3301,2
CLPY-ROUTER-3302,HYMD-ROUTER-3302,1
CLPY-ROUTER-3302,KMKC-ROUTER-3301,2
CLPY-ROUTER-3302,MLML-ROUTER-3301,5
CLPY-ROUTER-3302,MLML-ROUTER-3302,4
CLPY-ROUTER-3302,NKN1-ROUTER-3311,10
CLPY-ROUTER-3302,NKN1-ROUTER-3312,13
CLPY-ROUTER-3302,NTNK-ROUTER-3301,4
CLPY-ROUTER-3302,NTNK-ROUTER-3302,4
CLPY-ROUTER-3302,PCPC-ROUTER-3301,21
CLPY-ROUTER-3302,PCPC-ROUTER-3302,20
CLPY-ROUTER-3302,PCPD-ROUTER-3212,2
CLPY-ROUTER-3302,PCPD-ROUTER-4001,4
CLPY-ROUTER-3302,PHMK-ROUTER-3201,2
CLPY-ROUTER-3302,PTHS-ROUTER-3311,4
CLPY-ROUTER-3302,PTHS-ROUTER-3312,7
CLPY-ROUTER-3302,RTKZ-ROUTER-3311,1
CLPY-ROUTER-3302,RTKZ-ROUTER-3312,3
CLPY-ROUTER-3302,SCZS-ROUTER-3311,16
CLPY-ROUTER-3302,SCZS-ROUTER-3312,19
CLPY-ROUTER-3302,SHGS-ROUTER-3301,3
CLPY-ROUTER-3302,SHGS-ROUTER-3302,4
CLPY-ROUTER-3302,SHMZ-ROUTER-3301,3
CLPY-ROUTER-3302,SHMZ-ROUTER-3302,2
CLPY-ROUTER-3302,SIPR-ROUTER-3301,2
CLPY-ROUTER-3302,SIPR-ROUTER-3302,4
CLPY-ROUTER-3302,SKC1-ROUTER-3011,1
CLPY-ROUTER-3302,SKC1-ROUTER-3311,5
CLPY-ROUTER-3302,SKC1-ROUTER-3312,2
CLPY-ROUTER-3302,SKC1-ROUTER-3315,10
CLPY-ROUTER-3302,SKC1-ROUTER-3316,15
CLPY-ROUTER-3302,SKC1-ROUTER-4031,4
CLPY-ROUTER-3302,SKC1-ROUTER-4032,1
CLPY-ROUTER-3302,SNUH-ROUTER-3301,19
CLPY-ROUTER-3302,SNUH-ROUTER-3302,13
CLPY-ROUTER-3302,TCHN-ROUTER-3301,24
CLPY-ROUTER-3302,TCHN-ROUTER-3302,25
CLPY-ROUTER-3302,TCKK-ROUTER-3301,1
CLPY-ROUTER-3302,TCKK-ROUTER-3302,2
CLPY-ROUTER-3302,TCWH-ROUTER-3301,7
CLPY-ROUTER-3302,TLHN-ROUTER-3301,5
CLPY-ROUTER-3302,TLHN-ROUTER-3302,2
CLPY-ROUTER-3302,TNCD-ROUTER-3311,8
CLPY-ROUTER-3302,TNCD-ROUTER-3312,5
CLPY-ROUTER-3302,TNE1-ROUTER-3301,125
CLPY-ROUTER-3302,TNE1-ROUTER-3302,10
CLPY-ROUTER-3302,TPDB-ROUTER-3311,25
CLPY-ROUTER-3302,TPDB-ROUTER-3312,3
CLPY-ROUTER-3302,TPDB-ROUTER-3315,12
CLPY-ROUTER-3302,TPDB-ROUTER-3316,16
CLPY-ROUTER-3302,TPDB-ROUTER-4202,1
CLPY-ROUTER-3302,TPDB-ROUTER-4208,10
CLPY-ROUTER-3302,TPDB-ROUTER-4209,44
CLPY-ROUTER-3302,TPDB-ROUTER-4210,61
CLPY-ROUTER-3302,TPDT-ROUTER-3301,4
CLPY-ROUTER-3302,TPDT-ROUTER-3307,26
CLPY-ROUTER-3302,TPDT-ROUTER-3308,19
CLPY-ROUTER-3302,TPDT-ROUTER-4001,74
CLPY-ROUTER-3302,TPDT-ROUTER-4002,59
CLPY-ROUTER-3302,TPDT-ROUTER-4003,77
CLPY-ROUTER-3302,TPDT-ROUTER-4004,94
CLPY-ROUTER-3302,TPDT-ROUTER-4005,54
CLPY-ROUTER-3302,TPDT-ROUTER-4006,36
CLPY-ROUTER-3302,TPDT-ROUTER-4042,2
CLPY-ROUTER-3302,TPE4-ROUTER-3201,1
CLPY-ROUTER-3302,TPE4-ROUTER-3301,16
CLPY-ROUTER-3302,TPE4-ROUTER-3302,18
CLPY-ROUTER-3302,TPN2-ROUTER-3301,9
CLPY-ROUTER-3302,TPN2-ROUTER-3302,8
CLPY-ROUTER-3302,TTML-ROUTER-3301,1
CLPY-ROUTER-3302,TTML-ROUTER-3302,2
CLPY-ROUTER-3302,TYFO-ROUTER-3301,58
CLPY-ROUTER-3302,TYFO-ROUTER-3302,46
CLPY-ROUTER-3302,TYFO-ROUTER-3305,7
CLPY-ROUTER-3302,TYFO-ROUTER-3306,4
CLPY-ROUTER-3302,TYFO-ROUTER-4031,8
CLPY-ROUTER-3302,TYFO-ROUTER-4032,2
CLPY-ROUTER-3302,TYFO-ROUTER-4901,1
CLPY-ROUTER-3302,ULUL-ROUTER-3301,1
CLPY-ROUTER-3302,ULUL-ROUTER-3302,1
CSLL-ROUTER-3301,0.0.0.0,1
CSLL-ROUTER-3301,203.75.75.129,5
CSLL-ROUTER-3301,210.59.129.1,3
CSLL-ROUTER-3301,220.128.0.245,3
CSLL-ROUTER-3301,CAW1-ROUTER-3311,2
CSLL-ROUTER-3301,CAW1-ROUTER-3312,3
CSLL-ROUTER-3301,CHCH-ROUTER-3301,5
CSLL-ROUTER-3301,CHCH-ROUTER-3302,3
CSLL-ROUTER-3301,CLPY-ROUTER-3301,5
CSLL-ROUTER-3301,CLPY-ROUTER-3302,4
CSLL-ROUTER-3301,CSLL-ROUTER-3301,10
CSLL-ROUTER-3301,CSLL-ROUTER-3302,9
CSLL-ROUTER-3301,FSE1-ROUTER-3301,1
CSLL-ROUTER-3301,FSE1-ROUTER-3302,1
CSLL-ROUTER-3301,FYFY-ROUTER-3301,6
CSLL-ROUTER-3301,FYFY-ROUTER-3302,5
CSLL-ROUTER-3301,HK-R11,3
CSLL-ROUTER-3301,HK-R12,1
CSLL-ROUTER-3301,HLCA-ROUTER-3302,1
CSLL-ROUTER-3301,MLML-ROUTER-3301,1
CSLL-ROUTER-3301,MLML-ROUTER-3302,1
CSLL-ROUTER-3301,NKN1-ROUTER-3311,4
CSLL-ROUTER-3301,NKN1-ROUTER-3312,6
CSLL-ROUTER-3301,NTNK-ROUTER-3301,3
CSLL-ROUTER-3301,NTNK-ROUTER-3302,1
CSLL-ROUTER-3301,PCPC-ROUTER-3301,9
CSLL-ROUTER-3301,PCPC-ROUTER-3302,5
CSLL-ROUTER-3301,PCPD-ROUTER-3212,1
CSLL-ROUTER-3301,PCPD-ROUTER-4001,1
CSLL-ROUTER-3301,PTHS-ROUTER-3311,1
CSLL-ROUTER-3301,PTHS-ROUTER-3312,2
CSLL-ROUTER-3301,RTKZ-ROUTER-3311,1
CSLL-ROUTER-3301,RTKZ-ROUTER-3312,1
CSLL-ROUTER-3301,SCZS-ROUTER-3311,5
CSLL-ROUTER-3301,SCZS-ROUTER-3312,5
CSLL-ROUTER-3301,SHGS-ROUTER-3301,1
CSLL-ROUTER-3301,SHGS-ROUTER-3302,2
CSLL-ROUTER-3301,SIPR-ROUTER-3301,1
CSLL-ROUTER-3301,SIPR-ROUTER-3302,1
CSLL-ROUTER-3301,SKC1-ROUTER-3311,1
CSLL-ROUTER-3301,SKC1-ROUTER-3312,1
CSLL-ROUTER-3301,SKC1-ROUTER-3315,2
CSLL-ROUTER-3301,SKC1-ROUTER-3316,5
CSLL-ROUTER-3301,SKC1-ROUTER-4031,2
CSLL-ROUTER-3301,SNUH-ROUTER-3301,5
CSLL-ROUTER-3301,SNUH-ROUTER-3302,5
CSLL-ROUTER-3301,TCHN-ROUTER-3301,33
CSLL-ROUTER-3301,TCHN-ROUTER-3302,26
CSLL-ROUTER-3301,TCKK-ROUTER-3302,1
CSLL-ROUTER-3301,TCWH-ROUTER-3301,3
CSLL-ROUTER-3301,TLHN-ROUTER-3301,1
CSLL-ROUTER-3301,TLHN-ROUTER-3302,1
CSLL-ROUTER-3301,TNCD-ROUTER-3311,2
CSLL-ROUTER-3301,TNCD-ROUTER-3312,2
CSLL-ROUTER-3301,TNE1-ROUTER-3301,39
CSLL-ROUTER-3301,TNE1-ROUTER-3302,2
CSLL-ROUTER-3301,TPDB-ROUTER-3311,15
CSLL-ROUTER-3301,TPDB-ROUTER-3315,1
CSLL-ROUTER-3301,TPDB-ROUTER-3316,2
CSLL-ROUTER-3301,TPDB-ROUTER-4202,1
CSLL-ROUTER-3301,TPDB-ROUTER-4208,3
CSLL-ROUTER-3301,TPDB-ROUTER-4209,15
CSLL-ROUTER-3301,TPDB-ROUTER-4210,22
CSLL-ROUTER-3301,TPDT-ROUTER-3301,1
CSLL-ROUTER-3301,TPDT-ROUTER-3307,16
CSLL-ROUTER-3301,TPDT-ROUTER-3308,24
CSLL-ROUTER-3301,TPDT-ROUTER-4001,22
CSLL-ROUTER-3301,TPDT-ROUTER-4002,20
CSLL-ROUTER-3301,TPDT-ROUTER-4003,28
CSLL-ROUTER-3301,TPDT-ROUTER-4004,30
CSLL-ROUTER-3301,TPDT-ROUTER-4005,20
CSLL-ROUTER-3301,TPDT-ROUTER-4006,13
CSLL-ROUTER-3301,TPDT-ROUTER-4042,1
CSLL-ROUTER-3301,TPE4-ROUTER-3301,5
CSLL-ROUTER-3301,TPE4-ROUTER-3302,3
CSLL-ROUTER-3301,TPN2-ROUTER-3301,3
CSLL-ROUTER-3301,TPN2-ROUTER-3302,3
CSLL-ROUTER-3301,TTML-ROUTER-3302,1
CSLL-ROUTER-3301,TYFO-ROUTER-3301,4
CSLL-ROUTER-3301,TYFO-ROUTER-3302,4
CSLL-ROUTER-3301,TYFO-ROUTER-3305,2
CSLL-ROUTER-3301,TYFO-ROUTER-4031,2
CSLL-ROUTER-3301,TYFO-ROUTER-4032,1
CSLL-ROUTER-3302,0.0.0.0,1
CSLL-ROUTER-3302,203.75.75.129,4
CSLL-ROUTER-3302,210.59.129.1,7
CSLL-ROUTER-3302,220.128.0.245,4
CSLL-ROUTER-3302,CAW1-ROUTER-3311,3
CSLL-ROUTER-3302,CAW1-ROUTER-3312,2
CSLL-ROUTER-3302,CHCH-ROUTER-3301,3
CSLL-ROUTER-3302,CHCH-ROUTER-3302,3
CSLL-ROUTER-3302,CLPY-ROUTER-3301,3
CSLL-ROUTER-3302,CLPY-ROUTER-3302,5
CSLL-ROUTER-3302,CSLL-ROUTER-3301,4
CSLL-ROUTER-3302,CSLL-ROUTER-3302,13
CSLL-ROUTER-3302,FSE1-ROUTER-3301,1
